id,date
492242901,2018-06-13
492611901,2018-06-15
492972901,2018-06-18
493328901,2018-06-20
493667901,2018-06-22
494000901,2018-06-25
494497901,2018-06-28
495144901,2018-07-13
496423901,2018-07-13
496965901,2018-07-14
497344901,2018-07-17
497725901,2018-07-19
498097901,2018-07-22
498455901,2018-07-24
498959901,2018-07-27
499366901,2018-07-30
500261901,2018-08-13
501512901,2018-08-13
501915901,2018-08-15
502313901,2018-08-17
502725901,2018-08-20
503066901,2018-08-22
503409901,2018-08-24
503884901,2018-08-27
504236901,2018-08-29
504465901,2018-08-30
504748901,2018-08-31
506169901,2018-09-13
507035901,2018-09-14
507409901,2018-09-16
507745901,2018-09-18
508076901,2018-09-20
508458901,2018-09-22
508801901,2018-09-24
509330901,2018-09-28
509874901,2018-10-13
511265901,2018-10-13
511934901,2018-10-14
512270901,2018-10-16
512608901,2018-10-18
513019901,2018-10-21
513441901,2018-10-23
513863901,2018-10-27
514355901,2018-10-29
514772901,2018-10-31
516036901,2018-11-13
516820901,2018-11-14
517169901,2018-11-16
517503901,2018-11-19
517875901,2018-11-21
518236901,2018-11-24
518786901,2018-11-27
519108901,2018-11-29
520137901,2018-12-13
521125901,2018-12-13
521513901,2018-12-15
521815901,2018-12-17
522169901,2018-12-19
522498901,2018-12-21
522845901,2018-12-23
523235901,2018-12-27
523691901,2018-12-29
524282901,2019-01-13
525608901,2019-01-13
526266901,2019-01-13
526587901,2019-01-15
526999901,2019-01-18
527436901,2019-01-20
527809901,2019-01-22
528231901,2019-01-25
528712901,2019-01-27
529146901,2019-01-30
530172901,2019-02-13
531381901,2019-02-13
531711901,2019-02-15
532078901,2019-02-17
532403901,2019-02-19
532791901,2019-02-22
533110901,2019-02-24
533546901,2019-02-27
534154901,2019-03-13
535516901,2019-03-13
535958901,2019-03-14
536298901,2019-03-16
536670901,2019-03-19
537006901,2019-03-21
537305901,2019-03-23
537631901,2019-03-25
538013901,2019-03-27
538337901,2019-03-29
539083901,2019-04-13
540448901,2019-04-13
540784901,2019-04-15
541145901,2019-04-17
541492901,2019-04-20
541810901,2019-04-22
542132901,2019-04-24
542580901,2019-04-28
542920901,2019-04-30
544229901,2019-05-13
544817901,2019-05-14
545167901,2019-05-17
545469901,2019-05-19
545818901,2019-05-22
546169901,2019-05-24
546556901,2019-05-27
546890901,2019-05-30
547495901,2019-06-13
548803901,2019-06-13
549231901,2019-06-15
549518901,2019-06-17
549835901,2019-06-19
550155901,2019-06-22
550447901,2019-06-24
550888901,2019-06-27
551220901,2019-06-30
552384901,2019-07-13
553144901,2019-07-14
553485901,2019-07-16
553789901,2019-07-18
554116901,2019-07-21
554477901,2019-07-23
554812901,2019-07-27
555178901,2019-07-29
555511901,2019-07-31
556727901,2019-08-13
557359901,2019-08-14
557663901,2019-08-16
557962901,2019-08-18
558277901,2019-08-20
558613901,2019-08-23
558935901,2019-08-25
559359901,2019-08-28
559719901,2019-08-31
560919901,2019-09-13
561556901,2019-09-14
561894901,2019-09-16
562206901,2019-09-19
562586901,2019-09-22
562891901,2019-09-24
563303901,2019-09-27
563608901,2019-09-29
564434901,2019-10-13
565586901,2019-10-13
565898901,2019-10-15
566205901,2019-10-18
566619901,2019-10-21
566953901,2019-10-23
567335901,2019-10-27
567770901,2019-10-29
568127901,2019-10-31
569336901,2019-11-13
570140901,2019-11-14
570446901,2019-11-16
570730901,2019-11-18
571056901,2019-11-21
571427901,2019-11-24
571853901,2019-11-27
572241901,2019-11-30
573662901,2019-12-13
574224901,2019-12-14
574537901,2019-12-16
574856901,2019-12-19
575158901,2019-12-21
575453901,2019-12-24
575880901,2019-12-27
576229901,2019-12-30
576985901,2020-01-13
578089901,2020-01-13
578598901,2020-01-15
578934901,2020-01-17
579275901,2020-01-19
579629901,2020-01-22
580002901,2020-01-24
580464901,2020-01-27
580861901,2020-01-30
581793901,2020-02-13
582886901,2020-02-13
583229901,2020-02-15
583572901,2020-02-17
583935901,2020-02-20
584314901,2020-02-23
584610901,2020-02-25
585142901,2020-02-28
586421901,2020-03-13
587164901,2020-03-14
587462901,2020-03-16
587888901,2020-03-19
588164901,2020-03-21
588519901,2020-03-23
588868901,2020-03-25
589314901,2020-03-28
589739901,2020-03-30
590321901,2020-04-13
591660901,2020-04-13
592365901,2020-04-14
592712901,2020-04-16
593084901,2020-04-18
593448901,2020-04-20
593837901,2020-04-22
594204901,2020-04-24
594678901,2020-04-27
595113901,2020-04-30
596599901,2020-05-13
597346901,2020-05-14
597725901,2020-05-17
598087901,2020-05-19
598486901,2020-05-22
598829901,2020-05-24
599327901,2020-05-27
599799901,2020-05-31
601095901,2020-06-13
601842901,2020-06-14
602184901,2020-06-17
602505901,2020-06-19
602836901,2020-06-22
603223901,2020-06-24
603654901,2020-06-28
604000901,2020-06-30
605591901,2020-07-13
606044901,2020-07-14
606398901,2020-07-17
606733901,2020-07-19
607038901,2020-07-21
607442901,2020-07-24
607939901,2020-07-27
608312901,2020-07-30
609156901,2020-08-13
610270901,2020-08-13
610603901,2020-08-16
610921901,2020-08-18
611251901,2020-08-20
611635901,2020-08-23
611984901,2020-08-25
612434901,2020-08-28
612813901,2020-08-31
614038901,2020-09-13
614866901,2020-09-14
615248901,2020-09-16
615661901,2020-09-19
616142901,2020-09-23
616493901,2020-09-25
617036901,2020-09-29
618248901,2020-10-13
619092901,2020-10-14
619430901,2020-10-16
619808901,2020-10-19
620245901,2020-10-22
620617901,2020-10-24
621123901,2020-10-28
621537901,2020-10-30
622874901,2020-11-13
623794901,2020-11-14
624260901,2020-11-17
624679901,2020-11-20
625061901,2020-11-22
625467901,2020-11-24
626036901,2020-11-28
626473901,2020-11-30
628390901,2020-12-13
628963901,2020-12-15
629416901,2020-12-17
629827901,2020-12-20
630233901,2020-12-22
630678901,2020-12-24
631357901,2020-12-28
631846901,2020-12-31
633802901,2021-01-13
634388901,2021-01-14
634794901,2021-01-17
635129901,2021-01-19
635572901,2021-01-21
635997901,2021-01-24
636517901,2021-01-27
637115901,2021-01-31
638703901,2021-02-13
639658901,2021-02-14
640108901,2021-02-17
640508901,2021-02-19
641018901,2021-02-22
641472901,2021-02-24
642094901,2021-02-28
643953901,2021-03-13
644646901,2021-03-15
645137901,2021-03-18
645634901,2021-03-21
646074901,2021-03-24
646731901,2021-03-27
647228901,2021-03-30
648772901,2021-04-13
649723901,2021-04-15
650230901,2021-04-18
650736901,2021-04-21
651254901,2021-04-24
651899901,2021-04-28
653333901,2021-05-13
654491901,2021-05-14
655015901,2021-05-18
655556901,2021-05-21
655953901,2021-05-24
656634901,2021-05-28
657120901,2021-05-31
659195901,2021-06-14
659569901,2021-06-16
659931901,2021-06-18
660336901,2021-06-21
660833901,2021-06-24
661456901,2021-06-28
662665901,2021-07-13
663894901,2021-07-14
664350901,2021-07-17
664812901,2021-07-20
665222901,2021-07-23
665697901,2021-07-25
666200901,2021-07-28
666636901,2021-07-31
669193901,2021-08-13
669708901,2021-08-16
670248901,2021-08-19
670815901,2021-08-22
671253901,2021-08-24
671954901,2021-08-28
672488901,2021-08-31
674907901,2021-09-13
675451901,2021-09-16
675889901,2021-09-19
676298901,2021-09-21
676810901,2021-09-24
677535901,2021-09-28
678032901,2021-09-30
